county_tract,count_bagel_shops,rating_num,total_pop,state_county_tract,ALAND_SQMI,bagel_per_capita,bagel_per_capita_sq
061011800,13,3.0,8986.0,36061011800,0.068,1.4466948586690407,1.2027862896911656
061003200,13,3.6666666666666665,7814.0,36061003200,0.084,1.6636805733299207,1.2898374212783255
061001800,13,3.4545454545454546,6788.0,36061001800,0.086,1.915144372421921,1.3838874132030832
061011100,13,3.5,4757.0,36061011100,0.068,2.732814799243221,1.6531227417355376
061010900,13,3.5,172.0,36061010900,0.068,75.5813953488372,8.693756112799415
081007300,13,2.909090909090909,3933.0,36081007300,0.055,3.3053648614289344,1.818066242310476
061005502,13,3.6923076923076925,1825.0,36061005502,0.045,7.123287671232877,2.668948795168779
061009500,13,3.4166666666666665,3142.0,36061009500,0.066,4.1374920432845315,2.0340826048330807
061005600,13,3.076923076923077,4250.0,36061005600,0.067,3.058823529411765,1.7489492643904125
061004900,12,3.5833333333333335,4404.0,36061004900,0.08,2.7247956403269753,1.6506955020011944
061015001,12,3.0833333333333335,2285.0,36061015001,0.02,5.25164113785558,2.291645945135413
061015002,12,3.0,4578.0,36061015002,0.048,2.6212319790301444,1.6190219204909315
061006500,12,3.8333333333333335,6337.0,36061006500,0.078,1.8936405239072116,1.3760961172487958
061003400,12,3.5833333333333335,6569.0,36061003400,0.062,1.8267620642411326,1.3515776205017351
061006000,12,3.25,5741.0,36061006000,0.046,2.0902281832433376,1.4457621461510664
061003002,12,3.6363636363636362,2939.0,36061003002,0.03,4.083021435862538,2.020648766080473
061003001,12,3.5454545454545454,3815.0,36061003001,0.048,3.145478374836173,1.7735496538964375
061015200,12,3.090909090909091,7816.0,36061015200,0.073,1.5353121801432956,1.2390771485840968
061002700,12,2.6666666666666665,1341.0,36061002700,0.023,8.94854586129754,2.9914120179770523
061005501,12,3.75,4727.0,36061005501,0.048,2.5386079966151893,1.5933009748993407
061001300,12,2.5,4455.0,36061001300,0.122,2.6936026936026938,1.6412198797244364
081007500,12,3.3,3959.0,36081007500,0.05,3.0310684516291992,1.7409963962137311
081006502,12,3.272727272727273,3494.0,36081006502,0.059,3.4344590726960504,1.8532293632187167
061012100,12,3.6,7763.0,36061012100,0.069,1.5457941517454592,1.243299703106801
061012000,12,3.0,3144.0,36061012000,0.067,3.8167938931297707,1.9536616629114087
047015500,12,3.3333333333333335,3993.0,36047015500,0.058,3.005259203606311,1.733568344082895
061031704,12,2.5,10224.0,36061031704,0.087,1.1737089201877935,1.0833784750435986
061012400,12,2.75,9782.0,36061012400,0.066,1.226742997342057,1.1075843071035527
061011500,12,3.6666666666666665,3663.0,36061011500,0.068,3.276003276003276,1.8099732804666693
061008700,12,3.25,6556.0,36061008700,0.064,1.8303843807199511,1.3529169895895132
061011203,12,2.909090909090909,1103.0,36061011203,0.03,10.879419764279238,3.2983965444256755
061012800,12,2.8333333333333335,5384.0,36061012800,0.069,2.2288261515601784,1.4929253670429001
061009200,12,3.3,1474.0,36061009200,0.076,8.14111261872456,2.8532635032055063
061009700,12,3.3636363636363638,4968.0,36061009700,0.067,2.4154589371980677,1.554174680400523
061007300,11,3.727272727272727,5759.0,36061007300,0.064,1.9100538287897206,1.382046970543954
047011700,11,3.4,2677.0,36047011700,0.078,4.109077325364214,2.027085919581164
061016900,11,3.090909090909091,8375.0,36061016900,0.069,1.3134328358208955,1.146050974355371
081071304,11,3.125,6054.0,36081071304,0.06,1.8169805087545425,1.3479541938636277
061010800,11,3.0,9046.0,36061010800,0.071,1.2160070749502543,1.1027271081052892
061011402,11,3.0,1880.0,36061011402,0.038,5.8510638297872335,2.4188972342344837
047012100,11,3.4545454545454546,1962.0,36047012100,0.057,5.606523955147808,2.367809949119187
061011600,11,2.9,3540.0,36061011600,0.076,3.1073446327683616,1.7627661877765757
081007100,11,2.8,3344.0,36081007100,0.075,3.289473684210526,1.8136906252750291
061011000,11,3.0,7499.0,36061011000,0.068,1.4668622482997733,1.211140887056404
061008100,11,3.4545454545454546,7481.0,36061008100,0.067,1.4703916588691353,1.2125970719365669
061015801,11,3.1,5099.0,36061015801,0.049,2.1572857423024123,1.4687701461775469
047015300,11,3.272727272727273,2622.0,36047015300,0.058,4.195270785659802,2.048236018055488
047015900,11,3.727272727272727,4804.0,36047015900,0.097,2.289758534554538,1.5131948105100472
047016100,11,3.4,3595.0,36047016100,0.07,3.05980528511822,1.7492299120236368
047007100,11,3.3,5050.0,36047007100,0.065,2.1782178217821784,1.4758786609278483
047015100,11,3.4545454545454546,4240.0,36047015100,0.058,2.594339622641509,1.6106953848079124
047013300,11,3.5454545454545454,4454.0,36047013300,0.057,2.4696901661427932,1.571524790177614
047013500,11,3.3636363636363638,4014.0,36047013500,0.059,2.7404085700049827,1.6554179442077408
047013600,11,3.4545454545454546,3609.0,36047013600,0.083,3.047935716264893,1.7458338169095284
061014200,11,2.909090909090909,5110.0,36061014200,0.069,2.152641878669276,1.4671884264365216
