name,phone,review_count,price,food_type,rating,address,town,zip_search
5. Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,$,"$Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10474
6. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10474
7. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10474
8. Einstein Bros Bagels,(516) 792-3957Located in LaGuardia Airport - LGALaGuardia Airport,12,$,"$Coffee & Tea, Bagels, Sandwiches",3 star rating,,LaGuardia Airport,10474
9. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10474
10. Rose & Joe’s Italian Bakery,(718) 721-94222240 31st StAstoria,198,$,"$Bakeries, Bagels, Pizza",4 star rating,2240 31st St,Astoria,10474
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Cupcakes, Macarons, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10474
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10474
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10474
11. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10474
12. Intersection Deli,(718) 484-18121103 Castle Hill AveUnionport,,,"Coffee & Tea, Grocery, Bagels",,1103 Castle Hill Ave,Unionport,10474
"13. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10474
14. Au Bon Pain Terminal C,Located in LaGuardia Airport Terminal CLaGuardia Airport,24,$,"$Bagels, Coffee & Tea",2 star rating,,LaGuardia Airport,10474
15. Angelina’s Panini Bar,(516) 792-3957Located in LaGuardia Airport Terminal BLaGuardia Airport,23,$,"$Sandwiches, Fruits & Veggies, Bagels",1.5 star rating,,LaGuardia Airport,10474
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10475
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Macarons, Cupcakes, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10475
1. Empire Bagels,(718) 828-45303101 Westchester AvePelham Bay,114,$,$Bagels,4.5 star rating,3101 Westchester Ave,Pelham Bay,10475
2. Bagels On Bartow,(718) 671-56962033 Bartow AveCo-op City,58,$,"$Bagels, Breakfast & Brunch",4.5 star rating,2033 Bartow Ave,Co-op City,10475
3. Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,$,"$Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10475
4. New York Bagels Deli & Catering,(914) 613-97411032 Yonkers Ave,86,$,"$Bagels, Delis",4 star rating,1032 Yonkers Ave,,10475
5. Manor Bagels Café,(914) 207-743546 Warburton Ave,67,$,"$Bagels, Coffee & Tea, Sandwiches",4.5 star rating,46 Warburton Ave,,10475
6. Bagels on the Run,(914) 740-3302426 Pelham Rd,3,,"Desserts, Bagels, Sandwiches",4.5 star rating,426 Pelham Rd,,10475
7. Lenny’s Bagels,(914) 355-54454662 Boston Post Rd,37,$,"$Bagels, Delis, Sandwiches",3 star rating,4662 Boston Post Rd,,10475
8. Park Place Bagels,(914) 793-71149 Park Pl,90,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,9 Park Pl,,10475
9. Sammy’s New York Bagels,(914) 235-7800110 Centre Ave,27,$$,"$$Bagels, Breakfast & Brunch",3.5 star rating,110 Centre Ave,,10475
10. Bagel Hut,(516) 482-8939503 Middle Neck Rd,67,$,$Bagels,3.5 star rating,503 Middle Neck Rd,,10475
Tris Pies,(917) 576-2863,1,,Desserts,5 star rating,,,10475
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10475
Tris Pies,(917) 576-2863,1,,Desserts,5 star rating,,,10475
11. Bagels By Sofia,145 Chatsworth Ave,3,,Bagels,3.5 star rating,145 Chatsworth Ave,,10475
12. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10475
13. McLean Avenue Bagel Cafe,(914) 776-2000943 McLean Ave,38,$$,"$$Delis, Bagels",3.5 star rating,943 McLean Ave,,10475
14. Riverdale Bagels,(718) 601-45025650 Riverdale AveNorth Riverdale,31,$$$,$$$Bagels,3.5 star rating,5650 Riverdale Ave,North Riverdale,10475
15. Just Bagels,(718) 328-9700527 Casanova StHunts Point,5,,Bagels,3.5 star rating,527 Casanova St,Hunts Point,10475
16. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10475
17. Bagel Deli Plus,(914) 668-7738480 New Rochelle Rd,25,$$,$$Bagels,3.5 star rating,480 New Rochelle Rd,,10475
18. The Village Vibe Cafe,(914) 738-13673 Fifth Ave,11,$,"$Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,3 Fifth Ave,,10475
19. McLean Deli,(914) 613-4101155 Mclean Ave,6,$$,"$$Juice Bars & Smoothies, Sandwiches, Bagels",4.5 star rating,155 Mclean Ave,,10475
20. The Winners Circle Deli,847 Bronx River Rd,2,,"Breakfast & Brunch, Bagels, Delis",4 star rating,847 Bronx River Rd,,10475
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Macarons, Cupcakes, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10475
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10475
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Cupcakes, Macarons, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10475
21. Rolen Bagels,(718) 601-53573601 Riverdale AveRiverdale,37,$,$Bagels,3 star rating,3601 Riverdale Ave,Riverdale,10475
22. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10475
23. Gourmet Market and Bagel,(718) 549-10395993 BroadwayFieldston,13,$,"$Delis, Bagels, Grocery",3.5 star rating,5993 Broadway,Fieldston,10475
24. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10475
25. OoohSoGood Comfort Food,(914) 363-372235 N MacQuesten Pkwy,1,,"Delis, Comfort Food, Bagels",1 star rating,35 N MacQuesten Pkwy,,10475
26. Gramatan Bagel Cafe,(914) 667-7726552-554 Gramatan Ave,59,$,"$Breakfast & Brunch, Bagels, Delis",2 star rating,552-554 Gramatan Ave,,10475
27. Village Square Bagels,(914) 834-69691262 Boston Post Rd,45,$$,$$Bagels,2.5 star rating,1262 Boston Post Rd,,10475
28. Cafeccino Bakery,(718) 210-0579269 W 231st StKingsbridge,24,$,"$Cafes, Bagels, Pizza",4 star rating,269 W 231st St,Kingsbridge,10475
29. Bagel Zone,(914) 576-4900243 Main St,19,$,$Bagels,3 star rating,243 Main St,,10475
30. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10475
Tris Pies,(917) 576-2863,1,,Desserts,5 star rating,,,10475
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11001
Sunflower Bake Shop,(516) 486-2253346 Hempstead Ave,2,,"Bakeries, Gluten-Free",5 star rating,346 Hempstead Ave,,11001
1. Hand Rolled Bagels,(516) 352-1313930 Hillside Ave,264,$,$Bagels,4 star rating,930 Hillside Ave,,11001
2. Tulip Bagels,(516) 616-0065175 Tulip Ave,43,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,175 Tulip Ave,,11001
3. New York Bagel Stop,(516) 358-16101011 Jericho Tpke,35,$,$Bagels,4.5 star rating,1011 Jericho Tpke,,11001
4. My Three Sons Bagel Cafe,(516) 437-444788 Covert Ave,72,$,$Bagels,4 star rating,88 Covert Ave,,11001
5. Family Bagels,(516) 358-4015308 Jericho Tpke,15,$,$Bagels,4 star rating,308 Jericho Tpke,,11001
6. A&S Bagels,(516) 326-9288761 Hempstead Tpke,225,$,$Bagels,4 star rating,761 Hempstead Tpke,,11001
7. Bagel Boss - Lake Success,(516) 437-71001564 Union Tpke,102,$,"$Bagels, Bakeries",3 star rating,1564 Union Tpke,,11001
8. Slim’s,(718) 229-114022118 Horace Harding ExpyOakland Gardens,94,$,"$Bagels, Salad, Sandwiches",4 star rating,22118 Horace Harding Expy,Oakland Gardens,11001
9. What A Bagel,(718) 343-030325701 Union TpkeFloral Park,45,$,$Bagels,3 star rating,25701 Union Tpke,Floral Park,11001
10. Jr’s Bagels,(718) 468-6061222-10 Union Turnpike BaysideOakland Gardens,39,$,"$Bagels, Delis",3 star rating,222-10 Union Turnpike Bayside,Oakland Gardens,11001
Beyond Bagels,(516) 822-4477523 N Broadway,96,,"Breakfast & Brunch, Delis, Bagels",3 star rating,523 N Broadway,,11001
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11001
Sunflower Bake Shop,(516) 486-2253346 Hempstead Ave,2,,"Gluten-Free, Bakeries",5 star rating,346 Hempstead Ave,,11001
11. Bagel Doctor West,(516) 358-7400380 Franklin Ave,34,$,$Bagels,4 star rating,380 Franklin Ave,,11001
12. Bagels N A Hole Lot More,(516) 355-20002093 Hillside Ave,39,$,"$Bagels, American (Traditional)",3 star rating,2093 Hillside Ave,,11001
13. Bagel & Bagel,1627 Dutch Broadway,5,$$,$$Bagels,4 star rating,1627 Dutch Broadway,,11001
14. Bagel Talk,(516) 358-41231413 Hempstead Tpke,4,$$,$$Bagels,2 star rating,1413 Hempstead Tpke,,11001
15. Bagel Haus,(516) 746-62622413 Jericho Tpke,48,$,"$Bagels, Sandwiches, Breakfast & Brunch",3 star rating,2413 Jericho Tpke,,11001
16. Belmont Deli & Grill,(516) 280-6775139 Hempstead Turnpike,11,$,"$Bagels, Sandwiches, Breakfast & Brunch",4.5 star rating,139 Hempstead Turnpike,,11001
17. The Bagels,(516) 485-208217 Nassau Blvd,3,,"Sandwiches, Bagels, Coffee & Tea",4.5 star rating,17 Nassau Blvd,,11001
18. Bagels on the Square,(516) 775-0777529 Franklin Ave,21,$$,"$$Bagels, Breakfast & Brunch",2 star rating,529 Franklin Ave,,11001
19. My Three Sons Bagel Cafe,(516) 408-9998295 Nassau Blvd,25,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",3 star rating,295 Nassau Blvd,,11001
20. WD Bagels & Bagels,(516) 439-94771627 Dutch Broadway,6,$,"$Coffee & Tea, Bakeries, Bagels",4 star rating,1627 Dutch Broadway,,11001
Beyond Bagels,(516) 822-4477523 N Broadway,96,,"Breakfast & Brunch, Delis, Bagels",3 star rating,523 N Broadway,,11001
21. Bagels N A Hole Lot More,(516) 416-46202337 Jericho Turnpike,,,"Bagels, Breakfast & Brunch, American (Traditional)",,2337 Jericho Turnpike,,11001
22. Bagels Bagels Bagels,(516) 485-4421706 Dogwood Ave,5,$,$Bagels,3 star rating,706 Dogwood Ave,,11001
23. J & A Bagels,(917) 618-5608,,,"Bagels, Food Delivery Services",,,,11001
24. Sabianza Deli & Bagels Inc,(516) 825-06551627 Dutch Broadway,1,,Bagels,5 star rating,1627 Dutch Broadway,,11001
25. Rose Bagels,(516) 823-0322727 Franklin Ave,,,Bagels,,727 Franklin Ave,,11001
26. Ambrosia Bagel Cafe,(516) 481-2775313 Nassau Blvd S,,,Bagels,,313 Nassau Blvd S,,11001
27. Umiya Deli & Grocery,(718) 464-4624223-24 Union TpkeOakland Gardens,,$,"$Grocery, Bagels",,223-24 Union Tpke,Oakland Gardens,11001
28. New York Frozen Bagels,(516) 328-86001115 2nd Ave,,,Bagels,,1115 2nd Ave,,11001
29. Cando,(516) 616-02021511 Jericho Tpke,1,$$,$$Bagels,1 star rating,1511 Jericho Tpke,,11001
30. Slim’s Bagels Unlimited,(718) 229-1140Oakland Gardens,,,"Bakeries, Bagels",,,Oakland Gardens,11001
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11004
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Bakeries, Desserts, Coffee & Tea",4 star rating,70-28 Austin St,Forest Hills,11004
1. Hand Rolled Bagels,(516) 352-1313930 Hillside Ave,264,$,$Bagels,4 star rating,930 Hillside Ave,,11004
2. What A Bagel,(718) 343-030325701 Union TpkeFloral Park,45,$,$Bagels,3 star rating,25701 Union Tpke,Floral Park,11004
3. New York Bagel Stop,(516) 358-16101011 Jericho Tpke,35,$,$Bagels,4.5 star rating,1011 Jericho Tpke,,11004
4. Bagel Boss - Lake Success,(516) 437-71001564 Union Tpke,102,$,"$Bagels, Bakeries",3 star rating,1564 Union Tpke,,11004
5. Ace Bagels,(718) 224-001425305 Northern BlvdDouglaston,33,$,"$Bagels, Sandwiches",3.5 star rating,25305 Northern Blvd,Douglaston,11004
6. Slims Bagels and Bialys,(718) 631-134525431 Horace Harding ExpyDouglaston,112,$,"$Bakeries, Bagels",2.5 star rating,25431 Horace Harding Expy,Douglaston,11004
7. Slim’s,(718) 229-114022118 Horace Harding ExpyOakland Gardens,94,$,"$Bagels, Salad, Sandwiches",4 star rating,22118 Horace Harding Expy,Oakland Gardens,11004
8. Tulip Bagels,(516) 616-0065175 Tulip Ave,43,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,175 Tulip Ave,,11004
9. My Three Sons Bagel Cafe,(516) 437-444788 Covert Ave,72,$,$Bagels,4 star rating,88 Covert Ave,,11004
10. Family Bagels,(516) 358-4015308 Jericho Tpke,15,$,$Bagels,4 star rating,308 Jericho Tpke,,11004
Beyond Bagels,(516) 822-4477523 N Broadway,96,,"Breakfast & Brunch, Delis, Bagels",3 star rating,523 N Broadway,,11004
11. Bagel Man of Great Neck,(516) 829-7237491 Great Neck Rd,46,$,"$Coffee & Tea, Bagels",3.5 star rating,491 Great Neck Rd,,11004
12. Jr’s Bagels,(718) 468-6061222-10 Union Turnpike BaysideOakland Gardens,39,$,"$Bagels, Delis",3 star rating,222-10 Union Turnpike Bayside,Oakland Gardens,11004
13. Bagels N A Hole Lot More,(516) 355-20002093 Hillside Ave,39,$,"$Bagels, American (Traditional)",3 star rating,2093 Hillside Ave,,11004
14. The Bagels,(516) 485-208217 Nassau Blvd,3,,"Sandwiches, Bagels, Coffee & Tea",4.5 star rating,17 Nassau Blvd,,11004
15. Bagel Town,(516) 466-808045 Northern Blvd,45,$,$Bagels,2 star rating,45 Northern Blvd,,11004
16. Bagel Shoppe,(718) 423-669221503 73rd AveOakland Gardens,47,$,$Bagels,3.5 star rating,21503 73rd Ave,Oakland Gardens,11004
17. My Three Sons Bagel Cafe,(516) 408-9998295 Nassau Blvd,25,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",3 star rating,295 Nassau Blvd,,11004
18. Bagels N A Hole Lot More,(516) 416-46202337 Jericho Turnpike,,,"Bagels, Breakfast & Brunch, American (Traditional)",,2337 Jericho Turnpike,,11004
19. Belmont Deli & Grill,(516) 280-6775139 Hempstead Turnpike,11,$,"$Bagels, Sandwiches, Breakfast & Brunch",4.5 star rating,139 Hempstead Turnpike,,11004
20. Hillside Hot Bagels,(718) 465-2500204-15 Hillside AveHollis,8,$$,"$$Bagels, Breakfast & Brunch",4 star rating,204-15 Hillside Ave,Hollis,11004
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11004
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Coffee & Tea, Desserts, Bakeries",4 star rating,70-28 Austin St,Forest Hills,11004
21. New York Frozen Bagels,(516) 328-86001115 2nd Ave,,,Bagels,,1115 2nd Ave,,11004
22. Ambrosia Bagel Cafe,(516) 481-2775313 Nassau Blvd S,,,Bagels,,313 Nassau Blvd S,,11004
23. Umiya Deli & Grocery,(718) 464-4624223-24 Union TpkeOakland Gardens,,$,"$Grocery, Bagels",,223-24 Union Tpke,Oakland Gardens,11004
24. Cando,(516) 616-02021511 Jericho Tpke,1,$$,$$Bagels,1 star rating,1511 Jericho Tpke,,11004
25. Slim’s Bagels Unlimited,(718) 229-1140Oakland Gardens,,,"Bakeries, Bagels",,,Oakland Gardens,11004
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11005
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Bakeries, Coffee & Tea, Desserts",4 star rating,70-28 Austin St,Forest Hills,11005
1. Hand Rolled Bagels,(516) 352-1313930 Hillside Ave,264,$,$Bagels,4 star rating,930 Hillside Ave,,11005
2. New York Bagel Stop,(516) 358-16101011 Jericho Tpke,35,$,$Bagels,4.5 star rating,1011 Jericho Tpke,,11005
3. Ace Bagels,(718) 224-001425305 Northern BlvdDouglaston,33,$,"$Bagels, Sandwiches",3.5 star rating,25305 Northern Blvd,Douglaston,11005
4. Bagel Boss - Lake Success,(516) 437-71001564 Union Tpke,102,$,"$Bagels, Bakeries",3 star rating,1564 Union Tpke,,11005
5. Slims Bagels and Bialys,(718) 631-134525431 Horace Harding ExpyDouglaston,112,$,"$Bakeries, Bagels",2.5 star rating,25431 Horace Harding Expy,Douglaston,11005
6. What A Bagel,(718) 343-030325701 Union TpkeFloral Park,45,$,$Bagels,3 star rating,25701 Union Tpke,Floral Park,11005
7. Slim’s,(718) 229-114022118 Horace Harding ExpyOakland Gardens,94,$,"$Bagels, Salad, Sandwiches",4 star rating,22118 Horace Harding Expy,Oakland Gardens,11005
8. My Three Sons Bagel Cafe,(516) 437-444788 Covert Ave,72,$,$Bagels,4 star rating,88 Covert Ave,,11005
9. Best Bagels,(516) 482-986040 Middle Neck Rd,97,$,"$Bakeries, Bagels",3 star rating,40 Middle Neck Rd,,11005
10. Tulip Bagels,(516) 616-0065175 Tulip Ave,43,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,175 Tulip Ave,,11005
Organic Krush,(516) 206-40721508 Old Northern Blvd,45,,"Breakfast & Brunch, Salad, Juice Bars & Smoothies",4 star rating,1508 Old Northern Blvd,,11005
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11005
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Desserts, Bakeries, Coffee & Tea",4 star rating,70-28 Austin St,Forest Hills,11005
11. Bagel Man of Great Neck,(516) 829-7237491 Great Neck Rd,46,$,"$Coffee & Tea, Bagels",3.5 star rating,491 Great Neck Rd,,11005
12. Jr’s Bagels,(718) 468-6061222-10 Union Turnpike BaysideOakland Gardens,39,$,"$Bagels, Delis",3 star rating,222-10 Union Turnpike Bayside,Oakland Gardens,11005
13. Family Bagels,(516) 358-4015308 Jericho Tpke,15,$,$Bagels,4 star rating,308 Jericho Tpke,,11005
14. Munsey Park Bagels,(516) 869-80771661 Northern Blvd,33,$,$Bagels,3.5 star rating,1661 Northern Blvd,,11005
15. Bagels N A Hole Lot More,(516) 355-20002093 Hillside Ave,39,$,"$Bagels, American (Traditional)",3 star rating,2093 Hillside Ave,,11005
16. Bagel Town,(516) 466-808045 Northern Blvd,45,$,$Bagels,2 star rating,45 Northern Blvd,,11005
17. Bagel Station,(516) 441-50516A Bond St,14,$,"$Bagels, Salad, Sandwiches",3.5 star rating,6A Bond St,,11005
18. Bagel Shoppe,(718) 423-669221503 73rd AveOakland Gardens,47,$,$Bagels,3.5 star rating,21503 73rd Ave,Oakland Gardens,11005
19. Great Neck Station Bagel and Deli,(516) 466-707033 N Station Plz,9,$$,"$$Coffee & Tea, Bagels",2 star rating,33 N Station Plz,,11005
20. Bagel Mentch,(516) 487-2243176 Middle Neck Rd,40,$,"$Bagels, Kosher",2.5 star rating,176 Middle Neck Rd,,11005
Beyond Bagels,(516) 822-4477523 N Broadway,96,,"Bagels, Delis, Breakfast & Brunch",3 star rating,523 N Broadway,,11005
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11005
Bar Got Juice,(917) 513-5903204-11 Hollis AveJamaica,2,,Juice Bars & Smoothies,4.5 star rating,204-11 Hollis Ave,Jamaica,11005
21. Hillside Hot Bagels,(718) 465-2500204-15 Hillside AveHollis,8,$$,"$$Bagels, Breakfast & Brunch",4 star rating,204-15 Hillside Ave,Hollis,11005
22. New York Frozen Bagels,(516) 328-86001115 2nd Ave,,,Bagels,,1115 2nd Ave,,11005
23. Umiya Deli & Grocery,(718) 464-4624223-24 Union TpkeOakland Gardens,,$,"$Grocery, Bagels",,223-24 Union Tpke,Oakland Gardens,11005
24. Slim’s Bagels Unlimited,(718) 229-1140Oakland Gardens,,,"Bakeries, Bagels",,,Oakland Gardens,11005
25. Cando,(516) 616-02021511 Jericho Tpke,1,$$,$$Bagels,1 star rating,1511 Jericho Tpke,,11005
Sunflower Bake Shop,(516) 486-2253346 Hempstead Ave,2,,"Bakeries, Gluten-Free",5 star rating,346 Hempstead Ave,,11040
Beyond Bagels,(516) 822-4477523 N Broadway,96,,"Delis, Breakfast & Brunch, Bagels",3 star rating,523 N Broadway,,11040
1. Hand Rolled Bagels,(516) 352-1313930 Hillside Ave,264,$,$Bagels,4 star rating,930 Hillside Ave,,11040
2. New York Bagel Stop,(516) 358-16101011 Jericho Tpke,35,$,$Bagels,4.5 star rating,1011 Jericho Tpke,,11040
3. Bagels N A Hole Lot More,(516) 355-20002093 Hillside Ave,39,$,"$Bagels, American (Traditional)",3 star rating,2093 Hillside Ave,,11040
4. Long Island Bagel Cafe - Mineola,(516) 427-5454175 East Jericho Tpke,85,$,"$Bagels, Delis",4 star rating,175 East Jericho Tpke,,11040
5. Bagel Boss - Lake Success,(516) 437-71001564 Union Tpke,102,$,"$Bagels, Bakeries",3 star rating,1564 Union Tpke,,11040
6. A&S Bagels,(516) 326-9288761 Hempstead Tpke,225,$,$Bagels,4 star rating,761 Hempstead Tpke,,11040
7. My Three Sons Bagel Cafe,(516) 437-444788 Covert Ave,72,$,$Bagels,4 star rating,88 Covert Ave,,11040
8. Bagel Haus,(516) 746-62622413 Jericho Tpke,48,$,"$Bagels, Sandwiches, Breakfast & Brunch",3 star rating,2413 Jericho Tpke,,11040
